id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
506738508_4	7	with	1	men	4	suits	Two men in white suits and glasses with a drink .
506808265_2	10	off	9	flips	3	stands	An older woman stands by turntables as another female flips off the camera .
506808265_1	13	behind	12	person	12	person	A lady with red-hair is standing in front of a mixing table with another person behind her holding up their hands .
506882688_2	8	under	2	stands	2	stands	Young person stands in spray from a fountain under a cloudy blue sky .
506882688_2	5	from	4	spray	2	stands	Young person stands in spray from a fountain under a cloudy blue sky .
507035997_2	18	in	13	cooks	13	cooks	A man in a green shirt and blue jeans seasons meat as it cooks meat on a grill in a backyard .
507370544_4	11	for	10	posing	10	posing	A group of people wearing white robes with flame pattern posing for a picture at some sort of festival .
507370544_2	12	for	11	pose	11	pose	A group of people wearing white , orange and yellow outfits pose for a picture with a burning effigy in the background .
507370544_2	15	with	11	pose	11	pose	A group of people wearing white , orange and yellow outfits pose for a picture with a burning effigy in the background .
507370544_3	13	for	12	posing	12	posing	Participants , dressed in long white tunics , at Burning Man Event posing for group picture in the evening .
507370544_1	17	in front of	16	posing	16	posing	A group of people wearing white robes with a flame design and shiny badges reflecting are posing in front of a building with two man statues .
507370544_1	7	with	6	robes	4	wearing	A group of people wearing white robes with a flame design and shiny badges reflecting are posing in front of a building with two man statues .
507596434_4	3	behind	2	is	2	is	A woman is behind a counter near a coffee maker .
507596434_4	6	near	2	is	5	counter	A woman is behind a counter near a coffee maker .
507746329_1	15	out of	13	shooting	13	shooting	Children are playing in a park with a large , circular water fountain shooting water out of vents in the concrete on a clear , hot day .
507758961_3	3	with	2	girl	2	girl	A little girl with a bow in her hair , doing a push-up on the grass .
508053457_5	5	by	4	stop	4	stop	Police officers on horses stop by a group of boys .
508537723_4	5	at	4	are	4	are	A group of people are at a conference table with computers .
508550094_1	2	in	1	guy	1	guy	A guy in a black shirt coming through the door with two bags of ice .
508550094_3	9	into	5	walking	5	walking	A man carrying bags is walking through a door into a house .
508550094_3	6	through	5	walking	5	walking	A man carrying bags is walking through a door into a house .
508550094_1	7	through	6	coming	6	coming	A guy in a black shirt coming through the door with two bags of ice .
508560560_4	8	for	2	playing	7	guitar	A father playing a song on his guitar for his son .
508775668_1	9	close to	6	stands	6	stands	A man in a trench coat stands on walkway close to a pier with a boat that has landed .
508775668_1	12	with	6	stands	6	stands	A man in a trench coat stands on walkway close to a pier with a boat that has landed .
508793006_5	3	astride	2	is	2	is	A man is astride a rearing horse in an arena full of spectators .
508929192_1	6	with	3	playing	2	boys	Three young boys playing badminton , with a fence in the background .
508958120_2	11	in	10	woman	10	woman	A bald man is sitting on a rock next to a woman in a black jacket .
508958120_2	8	next to	4	sitting	4	sitting	A bald man is sitting on a rock next to a woman in a black jacket .
509030798_1	3	at	2	sits	2	sits	A man sits at a computer with two monitors appearing to work .
509042014_2	9	with	5	stands	5	stands	A guy wearing cargo pants stands on top of a car with a dented hood .
509042014_2	6	on top of	5	stands	5	stands	A guy wearing cargo pants stands on top of a car with a dented hood .
509042014_3	7	of	6	roof	6	roof	A man is standing on the roof of a car .
509096042_1	10	at	9	sits	9	sits	A man in a blue dress shirt and slacks sits at a desk with a headset on and three monitors in front of him , studying a map and other diagrams .
509096042_1	13	with	9	sits	9	sits	A man in a blue dress shirt and slacks sits at a desk with a headset on and three monitors in front of him , studying a map and other diagrams .
509096042_1	2	in	1	man	1	man	A man in a blue dress shirt and slacks sits at a desk with a headset on and three monitors in front of him , studying a map and other diagrams .
509096042_3	2	in	1	man	1	man	A man in a blue shirt works at a table with several computer monitors .
509096042_4	4	at	3	sitting	3	sitting	A man is sitting at a bank of computers while wearing a headset .
509123893_2	11	without	3	eating	2	girls	Two young girls eating corn on the cob on a sidewalk without shoes .
509264638_4	4	in	3	stand	3	stand	Two male figures stand in a bright space outside a doorway .
509264638_4	8	outside	3	stand	3	stand	Two male figures stand in a bright space outside a doorway .
509912302_4	0	In	6	people	4	are	In this picture there are several people on a series of escalators .
510372508_1	2	in	1	woman	1	woman	A woman in a black skirt and a woman in a headscarf walking down the street carrying bags .
510393301_2	3	after	2	chases	2	chases	Elder woman chases after her granddaughter in a restaurant .
510711623_2	7	for	3	looking	6	screen	These people are looking at the screen for directions .
510791586_5	3	through	2	wading	2	wading	A girl wading through water in a lake .
511121024_3	7	for	6	produce	6	produce	A man is looking at some produce for sale on the street .
511643051_2	13	underneath	9	working	9	working	A boy and a woman in a white shawl working with plant products underneath a tree .
511643051_3	14	under	10	sit	10	sit	Two people , one with a white head covering , sit in the sand under a tree .
511643051_1	11	in	10	boy	1	person	A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground .
511643051_1	5	over	4	scarf	1	person	A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground .
511921542_3	3	in	2	man	2	man	A young man in a blue shirt with white shorts volleys a tennis ball .
511921542_2	6	with	2	strikes	5	ball	Roger Federer strikes a tennis ball with a forehand swing on a tennis court .
512026551_3	2	with	1	dog	1	dog	A dog with a ball in its mouth getting out of the water .
512026551_4	6	out of	2	fetches	2	fetches	A dog fetches a tennis ball out of a pool of water .
512026551_1	9	onto	4	pulling	4	pulling	A brown dog is pulling itself out of the water onto some rocks with a tennis ball in its mouth .
512026551_2	5	out of	4	climbing	4	climbing	A brown dog is climbing out of the water with a green ball in its mouth .
512026551_1	6	out of	4	pulling	4	pulling	A brown dog is pulling itself out of the water onto some rocks with a tennis ball in its mouth .
512026551_2	8	with	4	climbing	4	climbing	A brown dog is climbing out of the water with a green ball in its mouth .
512026551_3	9	out of	8	getting	8	getting	A dog with a ball in its mouth getting out of the water .
512031915_5	5	next to	1	orange	1	orange	An orange on the floor next to a dog .
512045825_3	3	over	2	jumps	2	jumps	A dog jumps over a barrier in a field .
512101751_1	12	with	7	running	7	running	A white dog with a muzzle is running through an uncut field with a fence nearby .
512101751_1	8	through	7	running	7	running	A white dog with a muzzle is running through an uncut field with a fence nearby .
512163695_2	12	between	11	sidewalk	11	sidewalk	A person with a backpack carrying bags of groceries down a sidewalk between houses .
512163695_2	2	with	1	person	1	person	A person with a backpack carrying bags of groceries down a sidewalk between houses .
512163695_3	8	between	3	walking	7	walk	The person is walking down a paved walk between two rows of houses .
512163695_2	9	down	5	carrying	5	carrying	A person with a backpack carrying bags of groceries down a sidewalk between houses .
512520677_2	2	around	1	gathered	1	gathered	Crowd gathered around a group of young performers .
512542833_4	4	for	3	posing	3	posing	Four girls are posing for a picture in an elderly home .
512542833_3	6	with	5	meets	5	meets	A group of four girls meets with a group of elderly women .
512550372_3	15	near	11	stands	1	man	A man in brown pants , white shirt and orange hat stands on a rock near a wooded area .
512616265_3	4	for	1	people	1	people	Several people in line for checkout at a large store .
512616265_2	5	inside	2	wait	2	wait	Several people wait to checkout inside a store with a warehouse looking ceiling .
512761651_4	6	past	5	walking	5	walking	A man in a tie walking past a bird in flight .
512991147_3	2	across	1	walking	1	walking	Person walking across a large puddle of water in a park .
512991147_5	2	through	1	walking	1	walking	Man walking through large puddle of water .
512991147_2	3	by	2	reflected	2	reflected	Trees are reflected by a thin layer of water on the cement .
513116697_1	6	over	2	does	5	flip	The skier does a high flip over snow in the mountains .
513390919_1	12	in	8	working	11	projects	Two young children and a young adult are working on craft projects in a classroom setting .
514031930_1	9	at	8	standing	8	standing	A bald man in a white t-shirt is standing at a bar next to a white leashed dog .
514031930_1	12	next to	8	standing	8	standing	A bald man in a white t-shirt is standing at a bar next to a white leashed dog .
514073775_5	3	outside	0	group	2	kids	group of kids outside a building reaching for a bubble .
514073775_5	7	for	6	reaching	6	reaching	group of kids outside a building reaching for a bubble .
514102203_2	6	at	5	sitting	5	sitting	a man in a hat sitting at a bus stop on a laptop .
514165525_1	16	by	15	operated	15	operated	Several people , including children , are on a red carnival ride which is being operated by a man in a green headscarf .
